DATE & TIME,date_x,time_x,wave_direction (°),wave_height (m),sea_surface_temperature (°C),ocean_current_velocity (km/h),date_y,time_y,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),cloud_cover (%),wind_speed_100m (km/h),wind_direction_100m (°),Cyclone
2022-04-16T13:00,16-04-2022,13:00,209,0.52,24.4,3.4,16-04-2022,13:00,27.6,81.0,1007.3,0.0,15.3,246,0
2022-04-16T14:00,16-04-2022,14:00,208,0.52,29.6,3.1,16-04-2022,14:00,27.4,82.0,1007.2,0.0,19.9,226,0
2022-04-16T15:00,16-04-2022,15:00,209,0.52,22.1,2.2,16-04-2022,15:00,27.2,81.0,1006.6,0.0,24.9,225,0
2022-04-16T16:00,16-04-2022,16:00,211,0.54,30.9,0.9,16-04-2022,16:00,27.2,85.0,1005.9,0.0,27.0,222,0
2022-04-16T17:00,16-04-2022,17:00,212,0.54,29.4,0.6,16-04-2022,17:00,27.4,86.0,1004.9,1.0,28.6,222,0
2022-04-16T18:00,16-04-2022,18:00,217,0.58,29.3,1.5,16-04-2022,18:00,27.5,83.0,1003.7,7.0,31.6,229,0
2022-04-16T19:00,16-04-2022,19:00,221,0.6,30.0,2.0,16-04-2022,19:00,27.6,85.0,1003.1,2.0,33.0,238,0
2022-04-16T20:00,16-04-2022,20:00,226,0.64,24.6,1.7,16-04-2022,20:00,27.6,85.0,1002.8,3.0,33.0,248,0
2022-04-16T21:00,16-04-2022,21:00,228,0.64,29.9,0.9,16-04-2022,21:00,27.5,85.0,1002.8,1.0,34.2,258,0
2022-04-16T22:00,16-04-2022,22:00,229,0.66,26.3,0.6,16-04-2022,22:00,27.2,88.0,1003.4,0.0,33.6,265,0
2022-04-16T23:00,16-04-2022,23:00,231,0.66,24.9,1.8,16-04-2022,23:00,27.0,89.0,1004.2,0.0,29.6,273,0
2022-04-17T00:00,17-04-2022,00:00,232,0.66,23.6,2.9,17-04-2022,00:00,26.8,89.0,1004.9,0.0,29.1,278,0
2022-04-17T01:00,17-04-2022,01:00,232,0.64,23.3,3.2,17-04-2022,01:00,26.6,91.0,1005.4,0.0,29.2,279,0
2022-04-17T02:00,17-04-2022,02:00,233,0.64,26.1,2.9,17-04-2022,02:00,26.2,92.0,1005.5,10.0,28.1,286,0
2022-04-17T03:00,17-04-2022,03:00,231,0.62,29.9,2.2,17-04-2022,03:00,25.8,92.0,1005.6,9.0,18.3,306,0
2022-04-17T04:00,17-04-2022,04:00,228,0.6,22.7,0.8,17-04-2022,04:00,25.6,90.0,1005.0,0.0,14.0,299,0
2022-04-17T05:00,17-04-2022,05:00,226,0.58,29.2,0.9,17-04-2022,05:00,25.7,88.0,1004.7,1.0,16.8,285,0
2022-04-17T06:00,17-04-2022,06:00,222,0.56,27.6,2.1,17-04-2022,06:00,25.7,87.0,1004.2,1.0,18.3,280,0
2022-04-17T07:00,17-04-2022,07:00,219,0.54,25.7,2.7,17-04-2022,07:00,25.5,90.0,1004.3,4.0,19.2,276,0
2022-04-17T08:00,17-04-2022,08:00,215,0.52,27.5,2.5,17-04-2022,08:00,25.6,91.0,1004.5,7.0,16.9,270,0
2022-04-17T09:00,17-04-2022,09:00,213,0.5,22.2,1.8,17-04-2022,09:00,25.5,93.0,1005.2,53.0,18.0,268,0
2022-04-17T10:00,17-04-2022,10:00,210,0.48,23.3,0.6,17-04-2022,10:00,25.6,93.0,1005.9,47.0,15.5,265,0
2022-04-17T11:00,17-04-2022,11:00,208,0.46,27.7,1.3,17-04-2022,11:00,26.2,88.0,1006.7,42.0,13.2,248,0
2022-04-17T12:00,17-04-2022,12:00,207,0.46,28.8,2.5,17-04-2022,12:00,26.9,84.0,1007.6,15.0,12.6,217,0
2022-04-17T13:00,17-04-2022,13:00,205,0.46,30.3,3.1,17-04-2022,13:00,27.0,84.0,1008.0,3.0,15.3,210,0
2022-04-17T14:00,17-04-2022,14:00,204,0.46,23.8,3.3,17-04-2022,14:00,27.0,84.0,1007.8,2.0,17.9,214,0
2022-04-17T15:00,17-04-2022,15:00,205,0.46,29.4,2.7,17-04-2022,15:00,27.2,84.0,1007.5,0.0,21.4,216,0
2022-04-17T16:00,17-04-2022,16:00,207,0.48,22.9,1.5,17-04-2022,16:00,27.2,84.0,1006.8,0.0,23.8,219,0
2022-04-17T17:00,17-04-2022,17:00,208,0.48,23.2,0.2,17-04-2022,17:00,27.5,82.0,1005.9,0.0,24.7,226,0
2022-04-17T18:00,17-04-2022,18:00,212,0.5,30.0,1.4,17-04-2022,18:00,27.5,82.0,1005.2,0.0,24.9,233,0
2022-04-17T19:00,17-04-2022,19:00,215,0.54,25.9,2.2,17-04-2022,19:00,27.4,84.0,1004.9,0.0,28.3,236,0
2022-04-17T20:00,17-04-2022,20:00,219,0.56,30.1,2.4,17-04-2022,20:00,27.4,83.0,1005.3,0.0,30.1,249,0
2022-04-17T21:00,17-04-2022,21:00,221,0.58,24.1,1.8,17-04-2022,21:00,27.3,84.0,1005.6,0.0,30.4,260,0
2022-04-17T22:00,17-04-2022,22:00,222,0.58,28.6,0.8,17-04-2022,22:00,27.1,86.0,1005.8,0.0,32.1,268,0
2022-04-17T23:00,17-04-2022,23:00,224,0.6,23.0,0.7,17-04-2022,23:00,26.8,88.0,1006.2,0.0,31.0,273,0
2022-04-18T00:00,18-04-2022,00:00,224,0.6,25.6,2.0,18-04-2022,00:00,26.7,89.0,1006.8,0.0,29.2,272,0
2022-04-18T01:00,18-04-2022,01:00,225,0.62,25.9,2.7,18-04-2022,01:00,26.5,89.0,1007.3,0.0,29.6,274,0
2022-04-18T02:00,18-04-2022,02:00,225,0.62,29.5,2.9,18-04-2022,02:00,26.3,91.0,1007.7,0.0,27.5,276,0
2022-04-18T03:00,18-04-2022,03:00,224,0.62,24.2,2.3,18-04-2022,03:00,26.1,92.0,1007.5,4.0,23.3,287,0
2022-04-18T04:00,18-04-2022,04:00,222,0.6,28.2,1.4,18-04-2022,04:00,25.4,95.0,1007.3,15.0,16.4,310,0
2022-04-18T05:00,18-04-2022,05:00,221,0.6,30.2,0.2,18-04-2022,05:00,25.1,96.0,1006.8,9.0,19.2,300,0
2022-04-18T06:00,18-04-2022,06:00,219,0.6,29.7,1.5,18-04-2022,06:00,25.1,91.0,1006.5,2.0,22.5,302,0
2022-04-18T07:00,18-04-2022,07:00,217,0.58,24.3,2.4,18-04-2022,07:00,25.4,81.0,1006.4,0.0,24.7,301,0
2022-04-18T08:00,18-04-2022,08:00,215,0.58,23.8,2.6,18-04-2022,08:00,25.0,94.0,1007.1,24.0,20.9,291,0
2022-04-18T09:00,18-04-2022,09:00,212,0.58,23.4,2.3,18-04-2022,09:00,24.7,96.0,1008.0,100.0,20.5,292,0
2022-04-18T10:00,18-04-2022,10:00,210,0.56,23.2,1.3,18-04-2022,10:00,24.8,93.0,1008.8,38.0,17.3,293,0
2022-04-18T11:00,18-04-2022,11:00,207,0.56,22.8,0.8,18-04-2022,11:00,25.5,88.0,1009.5,20.0,13.1,278,0
2022-04-18T12:00,18-04-2022,12:00,207,0.56,30.2,2.2,18-04-2022,12:00,26.3,85.0,1010.0,12.0,9.4,247,0
2022-04-18T13:00,18-04-2022,13:00,207,0.58,27.9,3.1,18-04-2022,13:00,26.6,85.0,1010.5,0.0,12.4,210,0
2022-04-18T14:00,18-04-2022,14:00,207,0.58,27.1,3.4,18-04-2022,14:00,26.7,86.0,1010.3,0.0,17.3,211,0
2022-04-18T15:00,18-04-2022,15:00,208,0.58,22.2,3.3,18-04-2022,15:00,26.9,85.0,1010.0,0.0,21.2,215,0
2022-04-18T16:00,18-04-2022,16:00,208,0.58,25.3,2.4,18-04-2022,16:00,27.2,85.0,1009.4,0.0,24.3,215,0
2022-04-18T17:00,18-04-2022,17:00,209,0.58,24.2,1.1,18-04-2022,17:00,27.3,85.0,1008.6,0.0,26.4,218,0
2022-04-18T18:00,18-04-2022,18:00,213,0.6,26.1,0.5,18-04-2022,18:00,27.5,84.0,1007.7,0.0,28.0,227,0
2022-04-18T19:00,18-04-2022,19:00,216,0.64,25.2,1.5,18-04-2022,19:00,27.4,85.0,1007.4,0.0,28.2,235,0
2022-04-18T20:00,18-04-2022,20:00,220,0.66,24.8,2.2,18-04-2022,20:00,27.3,86.0,1007.7,0.0,29.5,248,0
2022-04-18T21:00,18-04-2022,21:00,222,0.68,27.4,2.0,18-04-2022,21:00,27.1,86.0,1007.9,0.0,29.7,256,0
2022-04-18T22:00,18-04-2022,22:00,224,0.68,24.9,1.3,18-04-2022,22:00,27.0,86.0,1008.0,0.0,31.7,267,0
2022-04-18T23:00,18-04-2022,23:00,226,0.7,24.8,0.4,18-04-2022,23:00,26.8,89.0,1008.5,0.0,31.0,273,0
2022-04-19T00:00,19-04-2022,00:00,226,0.72,29.5,1.5,19-04-2022,00:00,26.7,89.0,1009.3,0.0,31.1,275,0
2022-04-19T01:00,19-04-2022,01:00,226,0.72,23.2,2.5,19-04-2022,01:00,26.6,89.0,1009.7,0.0,30.1,285,0
2022-04-19T02:00,19-04-2022,02:00,226,0.74,26.7,3.1,19-04-2022,02:00,26.2,90.0,1009.8,0.0,30.4,291,0
2022-04-19T03:00,19-04-2022,03:00,225,0.74,28.5,2.9,19-04-2022,03:00,25.8,91.0,1009.5,0.0,31.7,295,0
2022-04-19T04:00,19-04-2022,04:00,223,0.72,23.9,2.3,19-04-2022,04:00,25.5,91.0,1009.0,0.0,28.1,306,0
2022-04-19T05:00,19-04-2022,05:00,222,0.72,26.2,1.3,19-04-2022,05:00,24.9,95.0,1008.7,4.0,25.8,310,0
2022-04-19T06:00,19-04-2022,06:00,223,0.72,26.6,0.4,19-04-2022,06:00,24.7,94.0,1008.3,9.0,24.0,311,0
2022-04-19T07:00,19-04-2022,07:00,223,0.7,23.9,1.5,19-04-2022,07:00,24.5,93.0,1008.2,1.0,25.5,312,0
2022-04-19T08:00,19-04-2022,08:00,224,0.7,22.3,2.1,19-04-2022,08:00,24.8,91.0,1009.2,70.0,23.9,315,0
2022-04-19T09:00,19-04-2022,09:00,223,0.7,22.7,2.2,19-04-2022,09:00,24.7,88.0,1009.9,2.0,23.4,317,0
2022-04-19T10:00,19-04-2022,10:00,223,0.68,28.8,1.5,19-04-2022,10:00,25.4,78.0,1010.8,4.0,17.8,313,0
2022-04-19T11:00,19-04-2022,11:00,222,0.68,26.9,0.7,19-04-2022,11:00,27.4,58.0,1011.4,93.0,17.8,317,0
2022-04-19T12:00,19-04-2022,12:00,221,0.7,29.3,1.5,19-04-2022,12:00,29.1,55.0,1012.0,100.0,9.7,312,0
2022-04-19T13:00,19-04-2022,13:00,219,0.7,27.9,2.7,19-04-2022,13:00,28.9,57.0,1012.6,100.0,17.9,171,0
2022-04-19T14:00,19-04-2022,14:00,218,0.72,27.6,3.4,19-04-2022,14:00,27.5,73.0,1012.4,88.0,14.9,187,0
2022-04-19T15:00,19-04-2022,15:00,217,0.72,29.2,3.6,19-04-2022,15:00,27.9,77.0,1011.9,75.0,16.9,204,0
2022-04-19T16:00,19-04-2022,16:00,216,0.7,24.6,3.3,19-04-2022,16:00,28.1,82.0,1011.0,90.0,25.0,230,0
2022-04-19T17:00,19-04-2022,17:00,215,0.7,26.3,2.3,19-04-2022,17:00,27.7,84.0,1009.9,100.0,29.2,240,0
2022-04-19T18:00,19-04-2022,18:00,220,0.72,30.7,1.1,19-04-2022,18:00,27.8,83.0,1008.9,93.0,29.0,247,0
2022-04-19T19:00,19-04-2022,19:00,226,0.76,28.4,0.4,19-04-2022,19:00,27.8,82.0,1008.2,74.0,31.1,250,0
2022-04-19T20:00,19-04-2022,20:00,231,0.78,28.7,1.3,19-04-2022,20:00,27.3,86.0,1009.0,65.0,34.6,258,0
2022-04-19T21:00,19-04-2022,21:00,233,0.78,24.7,1.7,19-04-2022,21:00,27.3,86.0,1009.2,23.0,34.6,268,0
2022-04-19T22:00,19-04-2022,22:00,234,0.76,26.8,1.6,19-04-2022,22:00,27.3,85.0,1009.4,50.0,35.7,273,0
2022-04-19T23:00,19-04-2022,23:00,236,0.76,22.8,0.9,19-04-2022,23:00,27.1,86.0,1010.0,47.0,33.8,282,0
2022-04-20T00:00,20-04-2022,00:00,235,0.74,25.8,0.9,20-04-2022,00:00,27.0,84.0,1010.3,28.0,32.0,289,0
2022-04-20T01:00,20-04-2022,01:00,233,0.74,27.5,1.7,20-04-2022,01:00,27.0,80.0,1010.4,32.0,26.9,296,0
2022-04-20T02:00,20-04-2022,02:00,232,0.72,28.7,2.5,20-04-2022,02:00,26.7,80.0,1010.3,57.0,25.5,292,0
2022-04-20T03:00,20-04-2022,03:00,232,0.72,28.0,2.9,20-04-2022,03:00,26.5,81.0,1009.7,100.0,26.9,295,0
2022-04-20T04:00,20-04-2022,04:00,231,0.7,23.0,2.5,20-04-2022,04:00,26.2,80.0,1009.0,56.0,30.3,302,0
2022-04-20T05:00,20-04-2022,05:00,231,0.7,28.7,1.8,20-04-2022,05:00,26.0,77.0,1008.1,0.0,33.4,311,0
2022-04-20T06:00,20-04-2022,06:00,234,0.7,26.0,1.0,20-04-2022,06:00,26.2,74.0,1007.2,16.0,36.7,313,0
2022-04-20T07:00,20-04-2022,07:00,237,0.68,25.7,0.6,20-04-2022,07:00,26.2,73.0,1007.1,37.0,35.9,314,0
2022-04-20T08:00,20-04-2022,08:00,240,0.68,30.6,1.6,20-04-2022,08:00,26.0,81.0,1007.9,37.0,33.7,320,0
2022-04-20T09:00,20-04-2022,09:00,239,0.66,30.7,2.0,20-04-2022,09:00,26.1,79.0,1008.5,28.0,27.5,323,0
2022-04-20T10:00,20-04-2022,10:00,238,0.66,25.4,1.9,20-04-2022,10:00,26.6,76.0,1009.3,52.0,27.7,314,0
2022-04-20T11:00,20-04-2022,11:00,237,0.64,25.8,1.3,20-04-2022,11:00,28.1,67.0,1009.6,82.0,21.0,322,0
2022-04-20T12:00,20-04-2022,12:00,234,0.62,23.3,0.8,20-04-2022,12:00,29.6,64.0,1009.9,99.0,20.2,321,0
2022-04-20T13:00,20-04-2022,13:00,231,0.62,25.7,1.7,20-04-2022,13:00,31.0,58.0,1010.1,92.0,19.7,325,0
2022-04-20T14:00,20-04-2022,14:00,228,0.6,28.9,2.9,20-04-2022,14:00,31.6,54.0,1009.7,99.0,19.6,306,0
2022-04-20T15:00,20-04-2022,15:00,226,0.6,26.0,3.4,20-04-2022,15:00,32.2,47.0,1009.0,18.0,30.8,300,0
2022-04-20T16:00,20-04-2022,16:00,225,0.58,23.3,3.2,20-04-2022,16:00,34.8,32.0,1007.8,100.0,33.2,331,0
2022-04-20T17:00,20-04-2022,17:00,223,0.58,24.7,2.7,20-04-2022,17:00,34.4,33.0,1006.9,45.0,35.6,337,0
2022-04-20T18:00,20-04-2022,18:00,222,0.58,24.4,1.8,20-04-2022,18:00,34.3,36.0,1006.0,84.0,26.8,340,0
2022-04-20T19:00,20-04-2022,19:00,220,0.58,23.4,0.6,20-04-2022,19:00,33.8,35.0,1005.7,39.0,39.2,328,0
2022-04-20T20:00,20-04-2022,20:00,219,0.58,29.3,1.2,20-04-2022,20:00,30.1,85.0,1006.2,32.0,1.8,349,0
2022-04-20T21:00,20-04-2022,21:00,216,0.56,29.5,2.0,20-04-2022,21:00,30.4,79.0,1006.4,53.0,8.1,283,0
2022-04-20T22:00,20-04-2022,22:00,214,0.56,22.9,2.5,20-04-2022,22:00,29.8,71.0,1007.3,74.0,14.6,322,0
2022-04-20T23:00,20-04-2022,23:00,211,0.54,25.5,2.3,20-04-2022,23:00,30.6,57.0,1007.6,82.0,19.6,353,0
2022-04-21T00:00,21-04-2022,00:00,210,0.54,22.5,1.7,21-04-2022,00:00,30.7,45.0,1008.0,71.0,30.4,343,0
2022-04-21T01:00,21-04-2022,01:00,209,0.52,28.8,0.9,21-04-2022,01:00,30.2,49.0,1008.1,69.0,21.8,13,0
2022-04-21T02:00,21-04-2022,02:00,208,0.52,29.9,0.8,21-04-2022,02:00,29.6,51.0,1007.9,42.0,14.4,4,0
2022-04-21T03:00,21-04-2022,03:00,208,0.52,24.2,1.1,21-04-2022,03:00,29.3,50.0,1007.7,48.0,19.6,324,0
2022-04-21T04:00,21-04-2022,04:00,208,0.5,29.5,1.3,21-04-2022,04:00,29.5,46.0,1007.0,70.0,26.3,335,0
2022-04-21T05:00,21-04-2022,05:00,208,0.5,23.3,1.1,21-04-2022,05:00,29.3,45.0,1006.1,63.0,29.4,338,0
2022-04-21T06:00,21-04-2022,06:00,210,0.5,29.9,0.6,21-04-2022,06:00,29.1,44.0,1005.2,58.0,31.4,357,0
2022-04-21T07:00,21-04-2022,07:00,211,0.52,25.1,0.4,21-04-2022,07:00,29.0,44.0,1005.2,68.0,33.4,342,0
2022-04-21T08:00,21-04-2022,08:00,213,0.52,22.2,1.3,21-04-2022,08:00,28.4,49.0,1005.6,49.0,27.5,333,0
2022-04-21T09:00,21-04-2022,09:00,214,0.52,28.5,2.0,21-04-2022,09:00,28.6,51.0,1006.2,67.0,34.9,329,0
2022-04-21T10:00,21-04-2022,10:00,216,0.52,29.4,2.2,21-04-2022,10:00,28.6,53.0,1007.0,68.0,32.9,337,0
2022-04-21T11:00,21-04-2022,11:00,217,0.52,29.3,1.9,21-04-2022,11:00,29.1,61.0,1007.7,16.0,15.5,5,0
2022-04-21T12:00,21-04-2022,12:00,216,0.52,26.1,1.1,21-04-2022,12:00,29.9,62.0,1008.3,50.0,8.4,20,0
2022-04-21T13:00,21-04-2022,13:00,216,0.5,28.3,0.2,21-04-2022,13:00,29.6,69.0,1008.1,51.0,0.4,360,0
2022-04-21T14:00,21-04-2022,14:00,215,0.5,26.7,1.1,21-04-2022,14:00,28.9,74.0,1007.9,78.0,10.7,192,0
2022-04-21T15:00,21-04-2022,15:00,214,0.5,25.9,2.0,21-04-2022,15:00,28.3,78.0,1007.0,68.0,15.8,156,0
2022-04-21T16:00,21-04-2022,16:00,212,0.48,30.4,2.6,21-04-2022,16:00,28.5,72.0,1005.9,45.0,18.4,186,0
2022-04-21T17:00,21-04-2022,17:00,211,0.48,29.8,2.6,21-04-2022,17:00,29.0,72.0,1005.2,14.0,25.8,207,0
2022-04-21T18:00,21-04-2022,18:00,216,0.5,28.2,2.3,21-04-2022,18:00,27.7,76.0,1005.0,1.0,27.9,213,0
2022-04-21T19:00,21-04-2022,19:00,220,0.52,29.4,1.5,21-04-2022,19:00,28.2,82.0,1004.4,2.0,32.2,236,0
2022-04-21T20:00,21-04-2022,20:00,225,0.54,22.5,0.6,21-04-2022,20:00,27.8,84.0,1005.0,1.0,27.3,249,0
2022-04-21T21:00,21-04-2022,21:00,228,0.56,25.9,0.5,21-04-2022,21:00,27.5,88.0,1005.3,3.0,27.1,265,0
2022-04-21T22:00,21-04-2022,22:00,232,0.56,25.2,1.1,21-04-2022,22:00,27.5,89.0,1005.6,0.0,32.2,275,0
2022-04-21T23:00,21-04-2022,23:00,235,0.58,25.8,1.3,21-04-2022,23:00,27.7,87.0,1006.1,0.0,34.8,283,0
2022-04-22T00:00,22-04-2022,00:00,236,0.6,22.6,1.2,22-04-2022,00:00,27.9,81.0,1006.7,4.0,34.8,293,0
2022-04-22T01:00,22-04-2022,01:00,236,0.6,29.6,0.8,22-04-2022,01:00,27.8,79.0,1007.1,0.0,34.2,294,0
2022-04-22T02:00,22-04-2022,02:00,237,0.62,24.9,0.6,22-04-2022,02:00,27.7,80.0,1007.2,0.0,33.6,301,0
2022-04-22T03:00,22-04-2022,03:00,237,0.62,30.0,1.2,22-04-2022,03:00,27.3,81.0,1006.7,8.0,28.0,305,0
2022-04-22T04:00,22-04-2022,04:00,236,0.62,27.7,1.5,22-04-2022,04:00,27.1,81.0,1006.2,0.0,25.2,304,0
2022-04-22T05:00,22-04-2022,05:00,236,0.62,28.7,1.7,22-04-2022,05:00,27.0,81.0,1005.8,0.0,24.3,305,0
2022-04-22T06:00,22-04-2022,06:00,235,0.6,31.0,1.3,22-04-2022,06:00,26.8,81.0,1005.4,4.0,25.2,312,0
2022-04-22T07:00,22-04-2022,07:00,235,0.6,22.0,0.8,22-04-2022,07:00,26.7,78.0,1005.5,10.0,23.5,320,0
2022-04-22T08:00,22-04-2022,08:00,234,0.58,26.8,0.4,22-04-2022,08:00,26.2,82.0,1006.1,2.0,27.0,315,0
2022-04-22T09:00,22-04-2022,09:00,232,0.58,22.0,0.9,22-04-2022,09:00,26.5,78.0,1006.8,3.0,26.6,322,0
2022-04-22T10:00,22-04-2022,10:00,229,0.56,25.4,1.5,22-04-2022,10:00,27.3,70.0,1007.6,7.0,22.2,333,0
2022-04-22T11:00,22-04-2022,11:00,227,0.56,27.2,1.8,22-04-2022,11:00,28.9,66.0,1008.1,7.0,17.9,345,0
2022-04-22T12:00,22-04-2022,12:00,225,0.54,23.3,1.6,22-04-2022,12:00,30.5,60.0,1008.3,4.0,12.3,339,0
2022-04-22T13:00,22-04-2022,13:00,224,0.54,30.4,1.2,22-04-2022,13:00,34.2,34.0,1008.0,8.0,6.3,336,0
2022-04-22T14:00,22-04-2022,14:00,222,0.52,25.9,0.4,22-04-2022,14:00,30.4,71.0,1007.8,1.0,13.4,174,0
2022-04-22T15:00,22-04-2022,15:00,221,0.52,22.4,0.7,22-04-2022,15:00,28.7,82.0,1007.6,1.0,30.4,169,0
2022-04-22T16:00,22-04-2022,16:00,220,0.52,26.8,1.3,22-04-2022,16:00,28.8,75.0,1007.2,0.0,30.3,170,0
2022-04-22T17:00,22-04-2022,17:00,219,0.52,24.7,1.7,22-04-2022,17:00,29.6,71.0,1006.5,0.0,21.2,180,0
2022-04-22T18:00,22-04-2022,18:00,218,0.5,24.0,1.7,22-04-2022,18:00,29.4,73.0,1005.8,0.0,16.9,182,0
2022-04-22T19:00,22-04-2022,19:00,217,0.5,26.3,1.5,22-04-2022,19:00,28.7,84.0,1005.2,0.0,20.3,197,0
2022-04-22T20:00,22-04-2022,20:00,216,0.48,28.1,1.0,22-04-2022,20:00,29.1,80.0,1005.2,0.0,12.6,233,0
2022-04-22T21:00,22-04-2022,21:00,216,0.48,27.4,0.4,22-04-2022,21:00,28.5,81.0,1005.4,3.0,24.0,244,0
2022-04-22T22:00,22-04-2022,22:00,216,0.48,26.9,0.7,22-04-2022,22:00,28.2,80.0,1005.5,0.0,24.4,256,0
2022-04-22T23:00,22-04-2022,23:00,216,0.48,26.6,1.3,22-04-2022,23:00,28.9,74.0,1005.9,0.0,23.7,260,0
2022-04-23T00:00,23-04-2022,00:00,216,0.48,28.5,1.5,23-04-2022,00:00,29.9,63.0,1006.6,0.0,22.2,287,0
2022-04-23T01:00,23-04-2022,01:00,216,0.48,25.6,1.5,23-04-2022,01:00,29.6,63.0,1007.4,0.0,15.8,330,0
2022-04-23T02:00,23-04-2022,02:00,216,0.48,22.9,1.0,23-04-2022,02:00,29.1,64.0,1007.4,0.0,17.9,9,0
2022-04-23T03:00,23-04-2022,03:00,216,0.48,29.7,0.5,23-04-2022,03:00,29.3,62.0,1007.0,0.0,27.8,347,0
2022-04-23T04:00,23-04-2022,04:00,215,0.48,27.7,0.5,23-04-2022,04:00,30.0,45.0,1006.4,0.0,29.5,347,0
2022-04-23T05:00,23-04-2022,05:00,215,0.48,30.6,0.8,23-04-2022,05:00,29.8,39.0,1006.0,0.0,27.8,350,0
2022-04-23T06:00,23-04-2022,06:00,214,0.48,26.1,0.9,23-04-2022,06:00,30.0,36.0,1005.7,0.0,29.2,351,0
2022-04-23T07:00,23-04-2022,07:00,213,0.46,29.6,0.9,23-04-2022,07:00,29.9,36.0,1005.7,0.0,31.1,349,0
2022-04-23T08:00,23-04-2022,08:00,212,0.46,29.1,0.6,23-04-2022,08:00,30.3,40.0,1006.0,0.0,27.8,350,0
2022-04-23T09:00,23-04-2022,09:00,211,0.46,30.5,0.4,23-04-2022,09:00,30.3,41.0,1006.8,78.0,24.9,357,0
2022-04-23T10:00,23-04-2022,10:00,211,0.46,29.6,0.8,23-04-2022,10:00,30.2,44.0,1007.5,90.0,20.5,3,0
2022-04-23T11:00,23-04-2022,11:00,210,0.46,27.1,1.4,23-04-2022,11:00,30.1,55.0,1008.3,31.0,14.8,3,0
2022-04-23T12:00,23-04-2022,12:00,209,0.44,31.0,1.7,23-04-2022,12:00,33.8,21.0,1008.8,17.0,7.0,12,0
2022-04-23T13:00,23-04-2022,13:00,207,0.44,28.6,1.7,23-04-2022,13:00,30.9,52.0,1009.1,3.0,6.1,152,0
2022-04-23T14:00,23-04-2022,14:00,206,0.42,29.7,1.3,23-04-2022,14:00,29.1,68.0,1009.1,0.0,21.3,175,0
2022-04-23T15:00,23-04-2022,15:00,204,0.42,30.1,0.5,23-04-2022,15:00,29.5,58.0,1008.7,0.0,20.6,174,0
2022-04-23T16:00,23-04-2022,16:00,203,0.42,29.0,0.3,23-04-2022,16:00,29.8,67.0,1007.7,0.0,17.9,190,0
2022-04-23T17:00,23-04-2022,17:00,201,0.42,28.6,1.0,23-04-2022,17:00,29.5,73.0,1007.0,0.0,21.0,196,0
2022-04-23T18:00,23-04-2022,18:00,202,0.42,30.5,1.5,23-04-2022,18:00,28.9,76.0,1006.4,0.0,20.9,216,0
2022-04-23T19:00,23-04-2022,19:00,203,0.42,26.6,1.8,23-04-2022,19:00,29.5,72.0,1005.8,0.0,21.6,226,0
2022-04-23T20:00,23-04-2022,20:00,204,0.42,28.4,1.7,23-04-2022,20:00,28.9,77.0,1006.1,0.0,19.6,238,0
2022-04-23T21:00,23-04-2022,21:00,209,0.44,30.2,1.5,23-04-2022,21:00,28.9,72.0,1006.1,0.0,23.2,258,0
2022-04-23T22:00,23-04-2022,22:00,215,0.44,25.3,0.8,23-04-2022,22:00,29.8,66.0,1006.6,0.0,25.6,272,0
2022-04-23T23:00,23-04-2022,23:00,220,0.46,26.7,0.0,23-04-2022,23:00,30.5,59.0,1007.0,0.0,27.6,287,0
2022-04-24T00:00,24-04-2022,00:00,220,0.48,24.1,0.7,24-04-2022,00:00,30.5,56.0,1007.6,0.0,25.5,301,0
2022-04-24T01:00,24-04-2022,01:00,221,0.5,25.3,1.1,24-04-2022,01:00,30.3,52.0,1007.8,0.0,28.9,309,0
2022-04-24T02:00,24-04-2022,02:00,221,0.52,23.4,1.4,24-04-2022,02:00,30.8,46.0,1007.6,0.0,31.1,332,0
2022-04-24T03:00,24-04-2022,03:00,220,0.52,22.4,1.2,24-04-2022,03:00,30.6,42.0,1007.2,0.0,27.7,339,0
2022-04-24T04:00,24-04-2022,04:00,218,0.54,29.8,0.8,24-04-2022,04:00,30.3,40.0,1006.9,0.0,25.9,344,0
2022-04-24T05:00,24-04-2022,05:00,217,0.54,26.0,0.5,24-04-2022,05:00,30.2,36.0,1006.6,0.0,27.4,337,0
2022-04-24T06:00,24-04-2022,06:00,216,0.54,28.6,0.8,24-04-2022,06:00,30.0,35.0,1006.2,7.0,30.4,334,0
2022-04-24T07:00,24-04-2022,07:00,214,0.52,23.0,0.8,24-04-2022,07:00,29.9,34.0,1006.1,16.0,30.1,341,0
2022-04-24T08:00,24-04-2022,08:00,213,0.52,29.1,1.0,24-04-2022,08:00,29.6,36.0,1006.5,97.0,29.3,341,0
2022-04-24T09:00,24-04-2022,09:00,213,0.5,28.5,0.8,24-04-2022,09:00,29.6,37.0,1007.1,1.0,27.2,345,0
2022-04-24T10:00,24-04-2022,10:00,212,0.5,24.0,0.4,24-04-2022,10:00,29.8,40.0,1007.7,1.0,25.7,342,0
2022-04-24T11:00,24-04-2022,11:00,212,0.48,28.5,0.5,24-04-2022,11:00,31.0,43.0,1008.5,0.0,23.7,338,0
2022-04-24T12:00,24-04-2022,12:00,211,0.48,29.5,1.1,24-04-2022,12:00,31.5,51.0,1008.9,1.0,18.5,339,0
